ID,TITLE,LOCATION,SKILLS,DATE
52631860,병역특례(보충역 산업기능요원) 웹/앱 프로그래머를 모십니다.,서울 강남구,"Kotlin,Java,Android,앱개발,백엔드/서버개발",~ 01/04(일)
52114535,[7년 이상] 시니어 백엔드 개발자,서울 서초구,"Kotlin,백엔드/서버개발,AWS,API,데이터분석가",상시채용
52219797,[카카오모빌리티] MLOps 엔지니어,경기 성남시 분당구,"Kotlin,Java,데이터엔지니어,머신러닝,GCP",채용시
52540641,[네이버] NAVER Z Platform Back-End 개발자,경기 성남시 분당구,"Kotlin,Java,백엔드/서버개발,AWS,Javascript",~ 12/28(일)
52581794,글로벌쇼핑플랫폼 경영기획팀장,서울 서초구,"Kotlin,Java,백엔드/서버개발,RestAPI,SpringBoot",~ 12/31(수)
52613570,[판교 의료기기] 백엔드 개발자 채용(경력),경기 성남시 수정구,"Kotlin,Java,앱개발,API,S/W",~ 01/18(일)
52400323,데이터 엔지니어 채용 (백엔드 경험 우대),서울 성동구,"Kotlin,Javascript,API,데이터마이닝,데이터시각화",~ 12/25(목)
52444326,(주)플랫브레드 프론트엔드 개발자 채용(경력) - 10년 이상,서울 송파구,"Kotlin,Java,AWS,Javascript,Docker",~ 01/30(금)
52415424,안드로이드 OS 포팅 개발 경력자 채용,서울 금천구,"Android,앱개발,SDK,포팅,APK",~ 12/27(토)
52460729,해외 기술영업/FAE 담당자 모집,서울 강남구,"기술지원,기술영업,PDA·스마트폰",~ 01/31(토)
52611293,APP/React Native 개발 경력 채용,서울 서초구,"앱개발,웹개발",~ 01/20(화)
52146268,백엔드 엔지니어(AI) 경력 채용,서울 강서구,"백엔드/서버개발,SI·시스템통합,ERP",~ 12/26(금)
52385195,[경력] 안드로이드 개발자 채용,경기 성남시 수정구,"Android,재활의학과",내일마감
52506366,[포니링크/링크아이(자회사)] 웹 개발자 고급 이상,서울 영등포구,"Java,Javascript,웹개발,웹마스터,React",상시채용
52542462,시니어 백엔드 개발자 - 플랫폼 (금융),서울 강남구,"백엔드/서버개발,금융기관",~ 01/09(금)
52542521,시니어 백엔드 개발자 - 플랫폼 (재무/정산),서울 강남구,"백엔드/서버개발,금융기관",~ 01/09(금)
52613503,백엔드 개발자 - 서비스 (Lead),서울 강남구,"백엔드/서버개발,금융기관",~ 01/17(토)
